cluster,39,39,39,39,39,39,39,39
ll,vopt,vopt,vopt,vopt,vopt,vopt,vopt,vopt
opt,,,,,,,,
planning_horizon,2030,2040,2050,2060,2070,2080,2090,2100
co2_shadow,-105.31528405349044,-445.86476102733434,-310.1433176201053,-288.9999513788144,-282.8483624064728,-261.8118835571513,-239.0602205176643,-225.37939104400496
co2_storage_shadow,57.01348195269255,298.9214347305858,191.28783693047987,173.55405477744125,172.53630959067874,148.0969578724187,130.6612731039891,131.7205706032228
line_volume,309142037.4305637,490801699.2618129,490801699.2937096,490801703.9665437,490853016.0446793,490877156.3149306,490877162.93305635,491020419.3507941
line_volume_AC,189425082.10105264,204238449.1279904,204238449.15840733,204238450.6664211,204289761.4367408,204313898.54763746,204313900.68933487,204457150.36335805
line_volume_DC,119716955.32951102,286563250.13382256,286563250.13530225,286563253.3001226,286563254.6079385,286563257.76729316,286563262.2437215,286563268.987436
line_volume_limit,,,,,,,,
line_volume_shadow,,,,,,,,
total costs,713778747348.3776,839370478215.7991,762650457012.3026,720362109580.1525,650984374253.839,634947025060.864,621345201180.5051,604098097231.4232
