cluster,ll,opt,node,planning_horizon,0.0,0.02,0.05
39,vopt,,,2030,105604137948.61676,105604137948.61676,105604137948.61676
39,vopt,,,2040,52140790043.83455,42773608466.607086,32009922057.99609
39,vopt,,,2050,27723995646.85887,18657454309.548595,10448882382.517954
39,vopt,,,2060,27982133988.789852,15448121586.746214,6474434770.272559
39,vopt,,,2070,28618701532.87013,12961135619.283903,4065162985.784539
39,vopt,,,2080,28927350094.256786,10747317116.064384,2522572739.654033
39,vopt,,,2090,29102091409.74953,8869801378.56249,1557995705.7392893
39,vopt,,,2100,29358234441.492283,7340369312.23461,964892652.5143464
39,vopt,,AL0 0,2030,711430045.1206328,711430045.1206328,711430045.1206328
39,vopt,,AL0 0,2040,821518851.0185012,673931592.7484183,504341310.67383426
39,vopt,,AL0 0,2050,804833369.3619683,541629785.5093734,303333232.3777667
39,vopt,,AL0 0,2060,795100656.840991,438951926.45071757,183968361.40446526
39,vopt,,AL0 0,2070,735242003.8926692,332984056.4045759,104437952.0987576
39,vopt,,AL0 0,2080,724129526.45431,269034309.3491694,63146793.51756082
39,vopt,,AL0 0,2090,714716782.2497536,217833000.77041346,38262737.26814957
39,vopt,,AL0 0,2100,693563708.8726274,173410079.3708859,22794781.071575265
39,vopt,,AT0 0,2030,8369704248.158091,8369704248.158091,8369704248.158091
39,vopt,,AT0 0,2040,12955795847.874996,10628265097.333847,7953734781.178797
39,vopt,,AT0 0,2050,14299655917.411842,9623258505.727169,5389389923.975189
39,vopt,,AT0 0,2060,14251754698.60181,7867978885.980734,3297534641.0316215
39,vopt,,AT0 0,2070,13495463668.385746,6111966143.892489,1916972344.7344613
39,vopt,,AT0 0,2080,12650421793.57153,4699984416.978388,1103163928.1720634
39,vopt,,AT0 0,2090,12005359741.831593,3659020751.7719073,642713221.54403
39,vopt,,AT0 0,2100,12630860866.217918,3158064006.6848087,415127989.6968209
39,vopt,,BA0 0,2030,1149300159.4032571,1149300159.4032571,1149300159.4032571
39,vopt,,BA0 0,2040,1689398203.4536877,1385894944.0153742,1037143947.6081668
39,vopt,,BA0 0,2050,1674966394.6264207,1127204367.502939,631277218.3004056
