cluster,ll,opt,planning_horizon,0.0,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09
39,vopt,,2030,713834139606.9742,713834139606.9742,713834139606.9742,713834139606.9742,713834139606.9742,713834139606.9742,713834139606.9742,713834139606.9742,713834139606.9742,713834139606.9742
39,vopt,,2040,793701565410.8363,718527673085.8297,651111729793.0288,590588505066.2083,536196338332.5069,487263910361.7602,443198808554.7638,403477628942.81586,367637396580.9194,335268118679.56274
39,vopt,,2050,717024126123.8928,587633157663.2678,482536682028.2361,396998873801.4438,327240451274.3336,270238852102.29898,223571511816.79364,185292659666.4218,153836240925.3413,127939252819.6386
39,vopt,,2060,680169358722.1436,504633235212.5298,375501702526.6302,280220770021.948,209708910677.54684,157375850875.02054,118424376088.5146,89351887832.21391,67593416551.91547,51265137326.37047
39,vopt,,2070,638103225334.953,428584034213.1906,288990834652.9851,195614908846.25943,132909911201.35883,90639808020.71121,62037791550.917656,42612776514.96901,29372487004.09571,20315664034.48785
39,vopt,,2080,594451654496.4233,361449685334.4067,220855364221.9244,135598630983.36661,83646846993.36299,51838399776.98595,32271806501.832245,20180301752.25174,12674439590.509247,7994506189.6938305
39,vopt,,2090,582175363062.6885,320458205006.28265,177436726630.87808,98814423304.05971,55341823477.2297,31167062973.86641,17648260548.18794,10046786227.64943,5749479018.826926,3307226553.7547264
39,vopt,,2100,569688372996.0754,283884179853.0537,142437824693.13568,71950137211.84027,36585045958.77618,18723473525.7065,9643324637.80633,4997731473.191438,2606000362.3704953,1367044021.7566824
39,vopt,,cumulative cost,46473865494524.625,34201451502455.215,26245690220037.38,20907282504326.934,17202538747392.14,14548026906769.838,12588912871834.002,11103779764764.045,9950835296562.805,9036904974178.734
