cluster,ll,opt,node,planning_horizon,0.0,0.02,0.05
39,vopt,,,2030,105597223488.8667,105597223488.8667,105597223488.8667
39,vopt,,,2040,66368669033.671,54445424806.748856,40744605539.63079
39,vopt,,,2050,58674200481.15467,39486054916.85208,22113689077.329136
39,vopt,,,2060,53145880555.36354,29340293523.819748,12296758249.468983
39,vopt,,,2070,53311666058.338715,24144342575.377678,7572691979.821277
39,vopt,,,2080,45191835692.736885,16790027004.352161,3940896501.130106
39,vopt,,,2090,43965733961.4088,13399976043.294676,2353728594.5230446
39,vopt,,,2100,43801066578.614456,10951476172.640846,1439573193.620445
39,vopt,,AL0 0,2030,711106452.2828429,711106452.2828429,711106452.2828429
39,vopt,,AL0 0,2040,1134336924.8012536,930551367.74632,696384472.116157
39,vopt,,AL0 0,2050,1530958748.548142,1030291349.9438864,577002251.0402051
39,vopt,,AL0 0,2060,1522431217.6404998,840489955.73356,352256250.8916899
39,vopt,,AL0 0,2070,1290335054.3015146,584380378.470677,183286523.18422446
39,vopt,,AL0 0,2080,1070459052.1027267,397705384.5313608,93348018.91467938
39,vopt,,AL0 0,2090,1060811862.8193278,323316643.8367427,56791118.672526814
39,vopt,,AL0 0,2100,1086948494.8606262,271767138.843278,35723831.3646778
39,vopt,,AT0 0,2030,8370808164.23361,8370808164.23361,8370808164.23361
39,vopt,,AT0 0,2040,10327480440.386076,8472131021.264636,6340177118.035968
39,vopt,,AT0 0,2050,10396511331.181519,6996554090.218251,3918335779.2922916
39,vopt,,AT0 0,2060,9955015530.092422,5495874273.506949,2303366094.682227
39,vopt,,AT0 0,2070,9523535178.762686,4313117801.141034,1352777052.3780425
39,vopt,,AT0 0,2080,9614291493.06931,3571977356.571303,838402050.3944962
39,vopt,,AT0 0,2090,9696248348.425814,2955244547.7832327,519093733.70905477
39,vopt,,AT0 0,2100,10405474030.916382,2601655845.7563148,341988053.07481945
39,vopt,,BA0 0,2030,1148914288.6691968,1148914288.6691968,1148914288.6691968
39,vopt,,BA0 0,2040,1385500903.2330227,1136593310.442702,850577367.2874454
39,vopt,,BA0 0,2050,1246398001.0432408,838790124.3452877,469754298.0671284
39,vopt,,BA0 0,2060,1218317726.3880591,672597750.2670405,281891247.1838746
39,vopt,,BA0 0,2070,987353842.4614075,447163091.647085,140249350.22423148
39,vopt,,BA0 0,2080,971409026.5371286,360905538.3083527,84710487.52864966
39,vopt,,BA0 0,2090,1062811913.7257032,323926223.8850213,56898192.44531927
39,vopt,,BA0 0,2100,1123690346.9123802,280953616.450194,36931395.23079374
39,vopt,,BE0 0,2030,7403910373.484071,7403910373.484071,7403910373.484071
39,vopt,,BE0 0,2040,9400799549.289082,7711929927.726423,5771275437.188562
39,vopt,,BE0 0,2050,9076133837.899338,6107977888.358267,3420699388.652022
39,vopt,,BE0 0,2060,8235425832.479295,4546538860.4649725,1905491817.7136035
39,vopt,,BE0 0,2070,7845834891.518147,3553303421.4944654,1114466970.38102
39,vopt,,BE0 0,2080,7554258429.931469,2806617635.512184,658759489.6025474
39,vopt,,BE0 0,2090,9515719199.065945,2900222464.479404,509429011.1465651
39,vopt,,BE0 0,2100,10194203962.809496,2548832494.692201,335044415.6153259
39,vopt,,BG0 0,2030,2925229064.7791615,2925229064.7791615,2925229064.7791615
39,vopt,,BG0 0,2040,3477477650.7611103,2852742878.6557255,2134869618.694029
39,vopt,,BG0 0,2050,3423308136.3654246,2303788240.1694994,1290208833.2296996
39,vopt,,BG0 0,2060,2543727674.554201,1404317998.6139412,588561219.4136493
39,vopt,,BG0 0,2070,1900130286.1332088,860550794.1929103,269905302.95321345
39,vopt,,BG0 0,2080,1876657324.8875585,697230521.3935237,163651512.98021257
39,vopt,,BG0 0,2090,1933949762.2015553,589433591.7417693,103535013.41886806
39,vopt,,BG0 0,2100,2216409338.475548,554163538.8163061,72844880.70702027
39,vopt,,CH0 0,2030,8715362053.481653,8715362053.481653,8715362053.481653
39,vopt,,CH0 0,2040,10661223509.664318,8745916580.742159,6545066411.543253
39,vopt,,CH0 0,2050,10647000651.035873,7165126221.729967,4012742569.517409
39,vopt,,CH0 0,2060,10261018688.613167,5664809709.262157,2374168324.781391
39,vopt,,CH0 0,2070,9566831202.907766,4332726155.491969,1358927065.6686196
39,vopt,,CH0 0,2080,9024504513.906265,3352855049.2967987,786970427.6916971
39,vopt,,CH0 0,2090,8784509994.82914,2677362865.9563775,470283343.42949057
39,vopt,,CH0 0,2100,9540615569.843811,2385417348.181293,313563469.9747408
39,vopt,,CZ0 0,2030,3289984709.440654,3289984709.440654,3289984709.440654
39,vopt,,CZ0 0,2040,6682035430.870989,5481596405.420566,4102190111.6406374
39,vopt,,CZ0 0,2050,6291148058.122016,4233762295.45454,2371067538.303087
39,vopt,,CZ0 0,2060,9797235993.184576,5408768784.303396,2266859467.9823866
39,vopt,,CZ0 0,2070,9918790307.299973,4492125060.40838,1408921336.7938051
39,vopt,,CZ0 0,2080,9833103923.228811,3653272275.3315163,857483309.8122885
39,vopt,,CZ0 0,2090,9586785146.752495,2921882105.0833726,513233563.8765055
39,vopt,,CZ0 0,2100,9047309735.559074,2262077267.402719,297350397.76522523
39,vopt,,DE0 0,2030,48656603638.46945,48656603638.46945,48656603638.46945
39,vopt,,DE0 0,2040,61280942251.43602,50271716790.713104,37621182637.62246
39,vopt,,DE0 0,2050,55707976428.02844,37489871161.52254,20995750427.860935
39,vopt,,DE0 0,2060,55506602812.72053,30643579559.073483,12842976142.36134
39,vopt,,DE0 0,2070,60776135290.204506,27524929144.934795,8632987604.871082
39,vopt,,DE0 0,2080,62769316343.59287,23320551163.69233,5473718324.669652
39,vopt,,DE0 0,2090,67689078404.36829,20630430730.60905,3623770264.2953625
39,vopt,,DE0 0,2100,74425410834.79877,18608407901.05909,2446078023.4578953
39,vopt,,DK0 0,2030,7129120239.999134,7129120239.999134,7129120239.999134
39,vopt,,DK0 0,2040,27717045611.985405,22737631245.354355,17015861650.191582
39,vopt,,DK0 0,2050,28256814422.169678,19016026071.074512,10649696175.20987
39,vopt,,DK0 0,2060,27641901368.72902,15260289061.729265,6395712614.693386
39,vopt,,DK0 0,2070,26311981647.323345,11916444292.602581,3737503385.766428
39,vopt,,DK0 0,2080,26234171834.070076,9746726300.86684,2287717557.964761
39,vopt,,DK0 0,2090,25899297996.963238,7893646743.213305,1386532482.9339535
39,vopt,,DK0 0,2100,16101913832.004528,4025923098.2108135,529208198.0911712
39,vopt,,DK1 0,2030,2291293002.8036366,2291293002.8036366,2291293002.8036366
39,vopt,,DK1 0,2040,5389052587.510191,4420900128.10179,3308410807.500628
39,vopt,,DK1 0,2050,5491619584.820629,3695702552.9190555,2069733665.4582882
39,vopt,,DK1 0,2060,5309946455.219345,2931466859.968674,1228601863.3078685
39,vopt,,DK1 0,2070,5296773625.41497,2398858006.356394,752383823.6121848
39,vopt,,DK1 0,2080,4969249583.714955,1846214773.5979025,433337083.9558943
39,vopt,,DK1 0,2090,4646354710.603708,1416126519.4705741,248745032.94415975
39,vopt,,DK1 0,2100,3879347824.6713266,969944080.9511454,127499295.64165613
39,vopt,,EE0 0,2030,1041254672.6253812,1041254672.6253812,1041254672.6253812
39,vopt,,EE0 0,2040,1386177915.0172973,1137148695.9089272,850992993.7946149
39,vopt,,EE0 0,2050,1521983437.3545413,1024251222.8048693,573619550.6458247
39,vopt,,EE0 0,2060,1451073847.5517647,801095628.9934034,335745764.6577666
39,vopt,,EE0 0,2070,1488625216.9707265,674184092.5690844,211452784.6340057
39,vopt,,EE0 0,2080,1329294624.248137,493870016.4696654,115919445.47878763
39,vopt,,EE0 0,2090,1649616346.8876905,502773808.9923616,88313075.11141087
39,vopt,,EE0 0,2100,2151268860.455467,537876620.5141921,70703962.84126413
39,vopt,,ES0 0,2030,20115054085.258846,20115054085.258846,20115054085.258846
39,vopt,,ES0 0,2040,56129681630.70195,46045888898.28007,34458755470.11122
39,vopt,,ES0 0,2050,70515397337.66989,47454840950.976074,26576511637.178555
39,vopt,,ES0 0,2060,79624130344.93738,43958164423.78194,18423228130.65308
39,vopt,,ES0 0,2070,83503112398.36884,37817759243.3567,11861256574.823076
39,vopt,,ES0 0,2080,93142336649.84424,34604975071.87309,8122358894.782564
39,vopt,,ES0 0,2090,89864676891.20746,27389159897.514214,4810952543.680261
39,vopt,,ES0 0,2100,91674506527.31741,22921158142.81805,3012989692.802209
39,vopt,,ES2 0,2030,4248436030.3611183,4248436030.3611183,4248436030.3611183
39,vopt,,ES2 0,2040,3321585535.6498766,2724857047.0602827,2039165383.1047409
39,vopt,,ES2 0,2050,3198629269.852617,2152585803.8511677,1205529731.4171956
39,vopt,,ES2 0,2060,2789186791.7963653,1539828831.678047,645354923.7104604
39,vopt,,ES2 0,2070,2434600863.450867,1102607395.8585975,345824540.77772355
39,vopt,,ES2 0,2080,1970376404.4100246,732049772.5233939,171824166.0029925
39,vopt,,ES2 0,2090,1671357904.3354278,509400250.147633,89477020.77643998
