cluster,39,39,39,39,39,39,39,39
ll,vopt,vopt,vopt,vopt,vopt,vopt,vopt,vopt
opt,,,,,,,,
planning_horizon,2030,2040,2050,2060,2070,2080,2090,2100
co2_shadow,-105.31608072543578,-448.0862623423938,-323.6526704842872,-314.6597228389311,-306.44177243236686,-304.25121425674854,-302.40980560595693,-300.84762802552297
co2_storage_shadow,57.01470056325048,300.155802054275,197.65414126140084,195.65421055672218,192.15034251104544,185.24808886446726,189.5121520036606,201.4485654444857
line_volume,309271414.19910514,477663398.34640425,482956926.1236179,486238507.7296848,490445612.4858589,491572490.460659,494072932.51123625,494228007.1830587
line_volume_AC,189257894.35789338,202538721.96125424,205805102.11322525,206796933.60838857,209407958.4128208,210374383.51693138,212823674.95615798,212978701.89093626
line_volume_DC,120013519.84121175,275124676.38515,277151824.0103926,279441574.1212963,281037654.0730381,281198106.9437277,281249257.55507827,281249305.2921224
line_volume_limit,,,,,,,,
line_volume_shadow,,,,,,,,
total costs,713817179885.0536,839846011366.4188,773227636604.1263,741052579663.3804,690084648893.3153,672664404097.9683,665755569319.0686,655759979122.1779
