cluster,ll,opt,node,planning_horizon,0.0,0.02,0.05
39,vopt,,,2030,105618869954.30719,105618869954.30719,105618869954.30719
39,vopt,,,2040,65674899207.10157,53876291909.017944,40318691048.193146
39,vopt,,,2050,54945016606.424545,36976421073.26988,20708198895.243767
39,vopt,,,2060,49331423262.9735,27234442695.434074,11414178853.149044
39,vopt,,,2070,50778916553.21229,22997284600.44077,7212925848.269902
39,vopt,,,2080,42082091837.98752,15634670456.039795,3669715247.066504
39,vopt,,,2090,42135802968.36103,12842245527.76988,2255762280.3902903
39,vopt,,,2100,42039373584.62975,10511004276.53977,1381673096.4851952
39,vopt,,AL0 0,2030,711648335.5982553,711648335.5982553,711648335.5982553
39,vopt,,AL0 0,2040,1113593067.5258365,913534179.6975788,683649543.2052206
39,vopt,,AL0 0,2050,1062613114.9545473,715108164.5490671,400487707.3892875
39,vopt,,AL0 0,2060,1055288665.333352,582594151.601008,244169998.9802764
39,vopt,,AL0 0,2070,763504240.7202537,345783752.5754841,108452480.81226388
39,vopt,,AL0 0,2080,618765940.1066939,229888799.26013827,53958696.10087246
39,vopt,,AL0 0,2090,622758311.587916,189805689.6619887,33339692.378341477
39,vopt,,AL0 0,2100,726838105.4163538,181729597.35005632,23888382.96394637
39,vopt,,AT0 0,2030,8378001955.846125,8378001955.846125,8378001955.846125
39,vopt,,AT0 0,2040,10224475640.66407,8387631208.933707,6276941106.308317
39,vopt,,AT0 0,2050,10845045677.564396,7298404847.248287,4087383657.1513133
39,vopt,,AT0 0,2060,10752290516.451914,5936026583.987881,2487837546.90322
39,vopt,,AT0 0,2070,11148516486.89534,5049056260.44948,1583598631.016943
39,vopt,,AT0 0,2080,11180205595.671825,4153758106.7039576,974955596.2600462
39,vopt,,AT0 0,2090,10668267967.990252,3251498890.476765,571131313.1343049
39,vopt,,AT0 0,2100,11220410023.771345,2805412347.7118173,368771875.96928877
39,vopt,,BA0 0,2030,1149555372.963863,1149555372.963863,1149555372.963863
39,vopt,,BA0 0,2040,1386679022.4244342,1137559778.5184267,851300630.2733037
39,vopt,,BA0 0,2050,1263007946.9599519,849968141.7917095,476014411.9942262
39,vopt,,BA0 0,2060,1232329979.913727,680333507.5275679,285133366.6545627
39,vopt,,BA0 0,2070,1275321274.880341,577580781.6751223,181153880.642438
39,vopt,,BA0 0,2080,1243424857.5584502,461967003.9127098,108431281.78919818
39,vopt,,BA0 0,2090,1506706100.091986,459217300.07374173,80662300.20046209
39,vopt,,BA0 0,2100,1498541243.1370962,374676691.6846761,49251307.59733799
39,vopt,,BE0 0,2030,7398719817.812388,7398719817.812388,7398719817.812388
39,vopt,,BE0 0,2040,9457357450.557646,7758327105.876596,5805997082.369783
39,vopt,,BE0 0,2050,8783511491.707165,5911051437.944113,3310413103.9185696
39,vopt,,BE0 0,2060,7930293347.326423,4378084098.129977,1834891041.7969105
39,vopt,,BE0 0,2070,9639359167.458431,4365573375.46986,1369229349.879069
39,vopt,,BE0 0,2080,10428666171.558294,3874540256.128141,909418557.5106698
39,vopt,,BE0 0,2090,12166414509.635935,3708107388.927354,651335372.8903055
