cluster,ll,opt,planning_horizon,0.0,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09
39,vopt,,2030,713814619180.6412,713814619180.6412,713814619180.6412,713814619180.6412,713814619180.6412,713814619180.6412,713814619180.6412,713814619180.6412,713814619180.6412,713814619180.6412
39,vopt,,2040,839372019098.8165,759872539024.4683,688577408830.4904,624571611746.007,567049660418.1244,515301607176.0307,468700951353.4757,426694171746.572,388791653327.06494,354559811873.19464
39,vopt,,2050,761899444658.8318,624410476823.2018,512736484966.34265,421845249635.6281,347720960860.3046,287151887698.6933,237563848256.50632,196889294733.17545,163464160073.6985,135946395835.09042
39,vopt,,2060,721458233213.8667,535266397447.5754,398296088172.2558,297231239627.852,222439041462.95667,166929165312.78735,125613187431.42126,94775888244.74925,71696594762.88644,54377126706.25982
39,vopt,,2070,651102800970.3385,437315239992.55096,294878217859.72675,199600017684.44336,135617580391.47691,92486341611.45361,63301638733.47202,43480893128.937454,29970869603.100266,20729539095.314846
39,vopt,,2080,635038742260.4694,386128210476.00446,235934598980.60153,144856833050.3936,89357962261.40163,55377745096.96586,34475213007.45255,21558142443.127472,13539806165.114674,8540343217.645555
39,vopt,,2090,621408195470.6704,342053902537.4068,189394198211.79166,105473533178.76271,59071312259.118385,33267413204.88615,18837577878.170692,10723839750.207628,6136936752.510781,3530100748.2862377
39,vopt,,2100,603389308425.8481,300677856656.4728,150863989172.31442,76206476367.2055,38749299838.60826,19831094116.57863,10213792768.019136,5293381224.278296,2760162978.4694157,1447913957.8317094
39,vopt,,cumulative cost,48888813994762.375,35922930042197.64,27521563011976.867,21885890326970.098,17975384771630.074,15173370167494.27,13105066226348.29,11536762302492.291,10318874117639.307,9353145840450.281
