cluster,ll,opt,node,planning_horizon,0.0,0.02,0.05
39,vopt,,,2030,105591729531.93112,105591729531.93112,105591729531.93112
39,vopt,,,2040,66367579315.61834,54444530858.39702,40743936547.27564
39,vopt,,,2050,58683731609.784256,39492469093.19196,22117281259.469536
39,vopt,,,2060,55294249139.42969,30526345277.88166,12793842291.222605
39,vopt,,,2070,56589096779.50597,25628659535.427963,8038236862.80137
39,vopt,,,2080,51882588781.83424,19275828329.37893,4524355106.751363
39,vopt,,,2090,50921618977.904015,15520006443.850773,2726115542.0015073
39,vopt,,,2100,50538046139.01215,12635907098.514378,1660991892.7224557
39,vopt,,AL0 0,2030,710939845.3719579,710939845.3719579,710939845.3719579
39,vopt,,AL0 0,2040,1132799249.8257704,929289938.6944219,695440473.06907
39,vopt,,AL0 0,2050,1543567240.2957294,1038776503.4437423,581754258.9747618
39,vopt,,AL0 0,2060,1535524631.067038,847718448.1237305,355285771.4845187
39,vopt,,AL0 0,2070,1856094347.114452,840607339.4876337,263650187.9495607
39,vopt,,AL0 0,2080,1852849441.513897,688385228.9057815,161575376.8187055
39,vopt,,AL0 0,2090,1903801529.0027409,580244944.897698,101921011.96453808
39,vopt,,AL0 0,2100,2586315567.767708,646650310.7750143,85002280.82161483
39,vopt,,AT0 0,2030,8372105624.36174,8372105624.36174,8372105624.36174
39,vopt,,AT0 0,2040,10327887752.466923,8472465159.037677,6340427172.320727
39,vopt,,AT0 0,2050,10423657880.179028,7014822939.486388,3928567028.105749
39,vopt,,AT0 0,2060,10159714747.43769,5608882752.400244,2350728877.333426
39,vopt,,AT0 0,2070,10590797672.334751,4796470754.966517,1504377081.470982
39,vopt,,AT0 0,2080,10686974546.639843,3970509019.6578455,931944010.5259604
39,vopt,,AT0 0,2090,10817702927.468637,3297044016.1148067,579131391.9560164
39,vopt,,AT0 0,2100,10874589362.76708,2718947632.926899,357406076.1778995
39,vopt,,BA0 0,2030,1149055738.4830601,1149055738.4830601,1149055738.4830601
39,vopt,,BA0 0,2040,1385520539.4646404,1136609418.9919255,850589422.2302852
39,vopt,,BA0 0,2050,1246445658.8954813,838822196.7136431,469772259.81041425
39,vopt,,BA0 0,2060,1230687960.6148515,679426996.4735155,284753440.4185452
39,vopt,,BA0 0,2070,1011861296.7396127,458262282.79027456,143730528.288622
39,vopt,,BA0 0,2080,996269480.1447748,370141889.9859171,86878411.73746036
39,vopt,,BA0 0,2090,989721072.7379117,301649431.7113627,52985235.99196613
39,vopt,,BA0 0,2100,964137404.4332997,241060974.9160376,31687501.48807167
39,vopt,,BE0 0,2030,7406527158.834685,7406527158.834685,7406527158.834685
39,vopt,,BE0 0,2040,9400990136.582571,7712086275.688615,5771392441.253992
39,vopt,,BE0 0,2050,9077153343.381994,6108663986.3220415,3421083629.5461664
39,vopt,,BE0 0,2060,8349101901.4230585,4609296108.902498,1931793896.519039
39,vopt,,BE0 0,2070,8016329653.746976,3630518865.1471877,1138685015.2104378
39,vopt,,BE0 0,2080,7764466473.282456,2884715784.6644287,677090414.4223253
39,vopt,,BE0 0,2090,7850099340.804917,2392571069.0193734,420259179.6719997
39,vopt,,BE0 0,2100,7768286688.738982,1942286186.599503,255313811.99121743
39,vopt,,BG0 0,2030,2925350525.163624,2925350525.163624,2925350525.163624
39,vopt,,BG0 0,2040,3477772966.687971,2852985140.5742517,2135050917.0555105
39,vopt,,BG0 0,2050,3423109492.912201,2303654558.81997,1290133966.6013381
39,vopt,,BG0 0,2060,2621584404.716409,1447300432.8476603,606575510.9992687
39,vopt,,BG0 0,2070,2427558071.120106,1099417782.7158556,344824142.5358014
39,vopt,,BG0 0,2080,2435534208.198901,904868866.2199038,212387660.12366983
39,vopt,,BG0 0,2090,2395323078.799947,730051996.858365,128234875.56562
39,vopt,,BG0 0,2100,2480967979.607622,620310504.6538627,81539909.33676448
39,vopt,,CH0 0,2030,8715275496.820381,8715275496.820381,8715275496.820381
39,vopt,,CH0 0,2040,10661638206.804302,8746256776.835907,6545320999.613694
39,vopt,,CH0 0,2050,10648300514.333645,7166000992.466327,4013232474.3235116
39,vopt,,CH0 0,2060,10816544339.6663,5971499249.290205,2502704432.584949
39,vopt,,CH0 0,2070,10713834642.714539,4852193019.564953,1521853951.876738
39,vopt,,CH0 0,2080,10476991236.373613,3892494365.1126246,913632683.2687474
39,vopt,,CH0 0,2090,11115271327.976746,3387737587.648268,595061872.1276245
39,vopt,,CH0 0,2100,12608210374.807938,3152400758.3588853,414383554.8507513
39,vopt,,CZ0 0,2030,3290654622.2771773,3290654622.2771773,3290654622.2771773
