cluster,ll,opt,node,planning_horizon,0.0,0.02,0.05
39,vopt,,,2030,105592943905.183,105592943905.183,105592943905.183
39,vopt,,,2040,66178272044.847946,54289232960.66652,40627718304.75807
39,vopt,,,2050,46956390452.43609,31600304680.718376,17697369715.201332
39,vopt,,,2060,41570397940.3984,22949806546.20443,9618452615.05811
39,vopt,,,2070,41779777836.1929,18921660930.580326,5934637049.096039
39,vopt,,,2080,42195081621.517,15676649311.016487,3679568377.3000774
39,vopt,,,2090,42391749736.17091,12920253563.75585,2269464524.6562147
39,vopt,,,2100,42860931699.24686,10716416491.799883,1408674563.1431231
39,vopt,,AL0 0,2030,711023109.5634444,711023109.5634444,711023109.5634444
39,vopt,,AL0 0,2040,1101731165.139629,903803288.2417684,676367364.118121
39,vopt,,AL0 0,2050,1048468206.8358951,705589046.8757668,395156640.28316253
39,vopt,,AL0 0,2060,1046201849.1211952,577577584.8967656,242067514.62870288
39,vopt,,AL0 0,2070,940414603.4032812,425904760.1815711,133581833.98556408
39,vopt,,AL0 0,2080,817362498.8903435,303672958.14273024,71277056.19069615
39,vopt,,AL0 0,2090,797331060.5075896,243012367.73971695,42685535.923621416
39,vopt,,AL0 0,2100,796797994.6517794,199221501.5398148,26187696.406262092
39,vopt,,AT0 0,2030,8362310941.18081,8362310941.18081,8362310941.18081
39,vopt,,AT0 0,2040,10195163052.630543,8363584677.175463,6258945720.018954
39,vopt,,AT0 0,2050,11613746933.234478,7815718756.038421,4377099075.884637
39,vopt,,AT0 0,2060,11038603371.732615,6094091576.529074,2554083884.8754425
39,vopt,,AT0 0,2070,10975996915.993938,4970923800.356365,1559092970.8581023
39,vopt,,AT0 0,2080,12385332726.680874,4601496437.381491,1080047173.5595675
39,vopt,,AT0 0,2090,12004601953.343636,3658789791.279051,642672652.9404382
39,vopt,,AT0 0,2100,13073424777.58794,3268717205.5410647,429673369.3653416
39,vopt,,BA0 0,2030,1148965217.995427,1148965217.995427,1148965217.995427
39,vopt,,BA0 0,2040,1385101265.1909454,1136265468.0543184,850332024.1967951
39,vopt,,BA0 0,2050,1282401624.2661383,863019530.6623213,483323685.0051606
39,vopt,,BA0 0,2060,1276931010.1826663,704956437.9575611,295453039.24561256
39,vopt,,BA0 0,2070,1356482360.1357763,614337859.2733406,192682462.3737773
39,vopt,,BA0 0,2080,1614186121.7236106,599715151.1627067,140763045.84139144
39,vopt,,BA0 0,2090,1565191877.917741,477042727.995097,83793366.94808498
39,vopt,,BA0 0,2100,1529265558.4737153,382358618.94381666,50261098.09345649
39,vopt,,BE0 0,2030,7403071835.643558,7403071835.643558,7403071835.643558
39,vopt,,BE0 0,2040,9403907635.620169,7714479641.063995,5773183532.580365
39,vopt,,BE0 0,2050,10331613297.360317,6952879573.881506,3893876392.8859444
39,vopt,,BE0 0,2060,11067812563.71352,6110217121.112357,2560842233.1932836
39,vopt,,BE0 0,2070,12027394244.753395,5447091573.102883,1708439421.7904286
39,vopt,,BE0 0,2080,11231213145.414045,4172708833.63217,979403644.7012969
39,vopt,,BE0 0,2090,10874750899.148884,3314431226.220405,582185484.9985936
39,vopt,,BE0 0,2100,10473152606.900364,2618577358.63675,344212388.49354905
39,vopt,,BG0 0,2030,2925057616.3065925,2925057616.3065925,2925057616.3065925
39,vopt,,BG0 0,2040,3469683583.065859,2846349028.472814,2130084737.2369204
39,vopt,,BG0 0,2050,3666655857.626264,2467554280.5552144,1381924030.0540204
39,vopt,,BG0 0,2060,3548942117.8300295,1959267629.9286745,821145172.6508291
39,vopt,,BG0 0,2070,3427933321.8857727,1552478145.376153,486923127.5871219
39,vopt,,BG0 0,2080,3743904997.024972,1390965094.429236,326482469.17109656
39,vopt,,BG0 0,2090,3573346356.9746737,1089092601.5220017,191300968.74826598
39,vopt,,BG0 0,2100,3542466717.7569294,885714501.5466295,116427304.73292492
39,vopt,,CH0 0,2030,8714822215.384785,8714822215.384785,8714822215.384785
39,vopt,,CH0 0,2040,10668496911.179482,8751883303.309431,6549531649.131735
39,vopt,,CH0 0,2050,10011089129.497084,6737175997.341234,3773074205.0116715
39,vopt,,CH0 0,2060,9456496718.352999,5220656549.936757,2188020083.9150095
39,vopt,,CH0 0,2070,8925535289.928947,4042289383.206397,1267833750.153164
39,vopt,,CH0 0,2080,8004324406.705659,2973829694.680501,698006920.1607215
39,vopt,,CH0 0,2090,8025549387.037143,2446045131.76038,429651989.7883885
39,vopt,,CH0 0,2100,9123654244.325039,2281165502.7807736,299859549.182859
39,vopt,,CZ0 0,2030,3290525507.9582214,3290525507.9582214,3290525507.9582214
39,vopt,,CZ0 0,2040,7182080595.178772,5891807605.821248,4409174465.378152
39,vopt,,CZ0 0,2050,9736176929.782057,6552167967.811344,3669462688.2255964
39,vopt,,CZ0 0,2060,9500486642.502851,5244942106.468325,2198198360.331367
39,vopt,,CZ0 0,2070,8941437503.21746,4049491343.184996,1270092590.8898153
39,vopt,,CZ0 0,2080,8361862285.13406,3106664985.4331717,729185555.693476
39,vopt,,CZ0 0,2090,7636096213.41277,2327346710.823466,408802410.16367334
39,vopt,,CZ0 0,2100,15282953412.145027,3821160378.3731594,502292107.7044248
39,vopt,,DE0 0,2030,48668325956.471344,48668325956.471344,48668325956.471344
39,vopt,,DE0 0,2040,61278404293.70006,50269634781.39925,37619624551.73143
39,vopt,,DE0 0,2050,71123645078.5314,47864174244.00361,26805753813.69052
39,vopt,,DE0 0,2060,71743674950.58101,39607594408.653076,16599868467.260612
39,vopt,,DE0 0,2070,75835659135.02844,34345243151.50907,10772127944.5264
39,vopt,,DE0 0,2080,73200076647.12694,27195869448.238323,6383319498.293381
39,vopt,,DE0 0,2090,68049527542.486496,20740289235.867935,3643067097.688493
39,vopt,,DE0 0,2100,67806528625.80409,16953504574.19096,2228540731.695869
39,vopt,,DK0 0,2030,7129204481.349127,7129204481.349127,7129204481.349127
39,vopt,,DK0 0,2040,27719436500.587624,22739592606.754375,17017329448.392223
39,vopt,,DK0 0,2050,28775604213.793877,19365156728.7467,10845222591.494905
39,vopt,,DK0 0,2060,28155561193.344074,15543865697.737764,6514561914.3898325
39,vopt,,DK0 0,2070,21151506568.179146,9579314591.4559,3004480182.155811
39,vopt,,DK0 0,2080,20492289959.169216,7613457088.461738,1787004058.638246
39,vopt,,DK0 0,2090,20434874945.60512,6228187500.729192,1093991732.9070811
39,vopt,,DK0 0,2100,14809334211.132904,3702742499.5418277,486726059.68280256
39,vopt,,DK1 0,2030,2291370162.5633245,2291370162.5633245,2291370162.5633245
39,vopt,,DK1 0,2040,5326075419.029822,4369236915.007969,3269748289.1000605
39,vopt,,DK1 0,2050,5284038420.226055,3556006379.853722,1991498507.680064
39,vopt,,DK1 0,2060,5142260609.922235,2838892386.2861505,1189803140.247322
39,vopt,,DK1 0,2070,4736959916.676669,2145323743.3795178,672864703.3934039
39,vopt,,DK1 0,2080,4427016884.251429,1644760207.146233,386052371.67638004
39,vopt,,DK1 0,2090,4407506231.698269,1343329738.7294729,235958154.5299036
39,vopt,,DK1 0,2100,2613771798.828886,653515126.7200174,85904661.91232596
39,vopt,,EE0 0,2030,1041356444.5599006,1041356444.5599006,1041356444.5599006
39,vopt,,EE0 0,2040,1384283500.2005677,1135594615.9347646,849829987.4309206
39,vopt,,EE0 0,2050,1378855902.8774357,927930495.123342,519676288.1918608
39,vopt,,EE0 0,2060,1260898208.7003,696105194.9903527,291743410.5438168
39,vopt,,EE0 0,2070,2677895137.172556,1212793040.4966035,380383441.88827133
39,vopt,,EE0 0,2080,2670275105.6391625,992081654.6944665,232857941.25330195
39,vopt,,EE0 0,2090,2568393142.334915,782800683.078768,137500272.06180355
39,vopt,,EE0 0,2100,1389365873.4168298,347379834.47265315,45663131.602335356
39,vopt,,ES0 0,2030,20116394978.981506,20116394978.981506,20116394978.981506
39,vopt,,ES0 0,2040,56036614993.35996,45969541840.56147,34401620627.9845
39,vopt,,ES0 0,2050,54196718619.22095,36472837979.2594,20426173253.811695
39,vopt,,ES0 0,2060,52667271679.14209,29076067496.050495,12186018948.784815
39,vopt,,ES0 0,2070,51912110277.9019,23510497176.900753,7373891124.071832
39,vopt,,ES0 0,2080,48001831145.80661,17834018663.817547,4185938577.413229
39,vopt,,ES0 0,2090,47828862921.50228,14577389243.375637,2560543226.7018986
39,vopt,,ES0 0,2100,56812137723.90815,14204603248.267551,1867197238.0586286
39,vopt,,ES2 0,2030,4246736690.4996815,4246736690.4996815,4246736690.4996815
39,vopt,,ES2 0,2040,3318280386.248389,2722145673.367939,2037136308.0822353
39,vopt,,ES2 0,2050,2632916094.734009,1771877054.2348063,992318385.3923004
39,vopt,,ES2 0,2060,1802636569.8572528,995183173.628792,417089450.38731825
39,vopt,,ES2 0,2070,1387506947.459133,628388597.5071663,197089371.04820803
39,vopt,,ES2 0,2080,1385037739.9243097,514580138.1799921,120780452.91880241
39,vopt,,ES2 0,2090,1396967036.0139275,425770779.4049339,74787361.92959315
39,vopt,,ES2 0,2100,1249689707.0895693,312456935.8561692,41072511.31523559
39,vopt,,EU oil,2030,234315306742.52002,234315306742.52002,234315306742.52002
39,vopt,,EU oil,2040,80784878281.18433,66271737553.590904,49594907462.49608
39,vopt,,EU oil,2050,7324039469.500047,4928868605.525476,2760353448.201317
39,vopt,,EU oil,2060,2287779316.3334904,1263016360.9580843,529340541.30088574
39,vopt,,EU oil,2070,2000218924.9069123,905879979.362458,284122461.9383302
39,vopt,,EU oil,2080,1324288866.99742,492010238.07986486,115482924.79020609
39,vopt,,EU oil,2090,1034664789.7429794,315347479.64326227,55391321.42094664
39,vopt,,EU oil,2100,329672345.087845,82427189.88425079,10835066.534616403
