cluster,ll,opt,node,planning_horizon,0.0,0.02,0.05
39,vopt,,,2030,105589224317.51399,105589224317.51399,105589224317.51399
39,vopt,,,2040,59984616439.83143,49208278115.078995,36825351040.97142
39,vopt,,,2050,50635635387.91805,34076331049.780743,19084038436.298233
39,vopt,,,2060,47148123972.82427,26029106715.412178,10909012633.742168
39,vopt,,,2070,45466661110.17477,20591415027.273476,6458342899.310274
39,vopt,,,2080,38083728286.16739,14149166913.658428,3321043043.5572643
39,vopt,,,2090,38076365773.96722,11605001059.114286,2038438184.0724187
39,vopt,,,2100,37831865266.04631,9459011010.246748,1243388423.0629947
39,vopt,,AL0 0,2030,710441799.5938561,710441799.5938561,710441799.5938561
39,vopt,,AL0 0,2040,838244296.0337859,687652283.1313626,514609283.0400848
39,vopt,,AL0 0,2050,808072599.7255015,543809694.6853645,304554064.2343853
39,vopt,,AL0 0,2060,799478317.1868383,441368705.28950155,184981253.28636932
39,vopt,,AL0 0,2070,680724932.1317444,308293797.14008737,96694037.44346383
39,vopt,,AL0 0,2080,672188444.3591158,249736749.1229592,58617337.575881496
39,vopt,,AL0 0,2090,678318965.4827261,206739591.68199688,36314161.08429782
39,vopt,,AL0 0,2100,781595150.9761629,195420370.80773377,25688037.19858186
39,vopt,,AT0 0,2030,8372237622.485295,8372237622.485295,8372237622.485295
39,vopt,,AT0 0,2040,11896467838.51678,9759247165.846703,7303399276.38684
39,vopt,,AT0 0,2050,11735023054.796963,7897334109.2405,4422806770.625165
39,vopt,,AT0 0,2060,11671515339.160297,6443503849.0329,2700525441.122619
39,vopt,,AT0 0,2070,11465015073.165413,5192395436.590874,1628555888.6507487
39,vopt,,AT0 0,2080,10939697332.780273,4064402581.1578245,953982379.3682498
39,vopt,,AT0 0,2090,10563973951.585089,3219711923.7786803,565547878.342429
39,vopt,,AT0 0,2100,11266886396.407238,2817032724.275005,370299376.2200706
39,vopt,,BA0 0,2030,1149073617.1627393,1149073617.1627393,1149073617.1627393
39,vopt,,BA0 0,2040,1635049334.0490391,1341309941.399134,1003778456.3656971
39,vopt,,BA0 0,2050,1497436714.6346934,1007731982.0926594,564368149.0137143
39,vopt,,BA0 0,2060,1500920772.385329,828614665.0991842,347279218.949097
39,vopt,,BA0 0,2070,1407554252.0640805,637467829.6130458,199937004.1090993
39,vopt,,BA0 0,2080,1295390662.0361109,481273749.19331884,112962893.61476819
39,vopt,,BA0 0,2090,1423533434.7636685,433867746.6275354,76209608.00071874
39,vopt,,BA0 0,2100,1416279758.8481646,354109049.0337971,46547687.87069888
39,vopt,,BE0 0,2030,7403237702.717337,7403237702.717337,7403237702.717337
39,vopt,,BE0 0,2040,8858273319.056517,7266869457.117461,5438211394.055285
39,vopt,,BE0 0,2050,8816879785.642853,5933507343.197555,3322989262.9643455
39,vopt,,BE0 0,2060,8860379173.454422,4891557406.988077,2050091927.2773829
39,vopt,,BE0 0,2070,10659863842.911697,4827750161.634364,1514187632.7944517
39,vopt,,BE0 0,2080,10740076043.999413,3990237706.509617,936574659.003529
39,vopt,,BE0 0,2090,12138817353.60029,3699696265.1629853,649857944.6880236
39,vopt,,BE0 0,2100,12107112782.217209,3027112522.8412504,397914397.4071388
39,vopt,,BG0 0,2030,2924859386.1684217,2924859386.1684217,2924859386.1684217
39,vopt,,BG0 0,2040,3312860699.4894114,2717699642.549356,2033809090.5508597
39,vopt,,BG0 0,2050,3180221400.4425116,2140197835.4345703,1198591999.0344274
39,vopt,,BG0 0,2060,2617520090.9205313,1445056643.5172768,605635120.4426416
39,vopt,,BG0 0,2070,2757123471.314195,1248674793.640445,391637484.6689348
39,vopt,,BG0 0,2080,3071153195.8041477,1141019042.5245645,267816004.77725863
39,vopt,,BG0 0,2090,3354289985.7743587,1022328104.2252704,179573671.18605068
39,vopt,,BG0 0,2100,3440220888.6456814,860150220.8400394,113066876.18071441
39,vopt,,CH0 0,2030,8716135245.464718,8716135245.464718,8716135245.464718
39,vopt,,CH0 0,2040,10460715504.94318,8581430179.957813,6421971890.003933
39,vopt,,CH0 0,2050,10006807556.828959,6734294621.674968,3771460525.302899
39,vopt,,CH0 0,2060,9580562460.645517,5289149634.57614,2216726098.8322473
39,vopt,,CH0 0,2070,8853232662.584892,4009544216.2895646,1257563474.1199749
39,vopt,,CH0 0,2080,8629473936.818716,3206090175.6160703,752522289.1016126
39,vopt,,CH0 0,2090,8581590454.727999,2615516588.61552,459419939.57177824
39,vopt,,CH0 0,2100,9371502412.504383,2343134388.935112,308005368.6084782
39,vopt,,CZ0 0,2030,3290759209.9267516,3290759209.9267516,3290759209.9267516
39,vopt,,CZ0 0,2040,10652244414.925379,8738550595.63865,6539554026.278219
39,vopt,,CZ0 0,2050,10392760071.801632,6994029600.192535,3916921969.0844836
39,vopt,,CZ0 0,2060,10488231518.63362,5790247298.319191,2426740249.6934004
39,vopt,,CZ0 0,2070,10099540612.150385,4573985141.016941,1434596137.1722653
39,vopt,,CZ0 0,2080,8651503941.625546,3214274936.6451983,754443387.6259875
39,vopt,,CZ0 0,2090,8797304865.06353,2681262515.505465,470968323.50875705
39,vopt,,CZ0 0,2100,9273065876.199303,2318522536.6203394,304770136.9119325
39,vopt,,DE0 0,2030,48651215240.775696,48651215240.775696,48651215240.775696
39,vopt,,DE0 0,2040,79990997574.21558,65620478865.32541,49107533574.75766
39,vopt,,DE0 0,2050,76285485552.36742,51337944908.97215,28751197200.5475
